Accept,"Hello Again. <br> Are you ready to start now? <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Start')"";>Yes, please start.</a>"
Start,"First, I will ask you 5 questions concerning the lecture content and the lecture style. After that you will be directed to a post-survey. Please provide honest and direct answers and complete both questioners. They are both very important for the course quality improvement for Prof. Dr. Leimeister.<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Lets Go!')"";>Lets Go!</a><br>"
Lets Go!,"Here we Go! <br> <br> Please rate the following Statement from 1-5 points, with 5 points as highest score. <br><br> A <br> I can benefit from the content of the course<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('1 point')"";>1</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('2 points')"";>2</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('3 points')"";>3</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('4 points')"";>4</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('5 points')"";>5</a>"
5 points,"Alright! <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Continue')"";>Continue</a><br>"
Introduction,"Hi. I am Eva the evaluation bot. I will guide you through the course evaluation of course XY. <br> Are you ready to start the evaluation? <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Get me in')"";>Get me in!</a>"
Introduction,"Hi. I am Eva the evaluation bot. I will guide you through the course evaluation of course XY. <br> Are you ready to start the evaluation? <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Get me in')"";>Get me in!</a>"
Introduction,"Hi. I am Eva the evaluation bot. I will guide you through the course evaluation of course XY. <br> Are you ready to start the evaluation? <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Get me in')"";>Get me in!</a>"
Get me in,"I have read the privacy policy. I agree that my anonymized data can be used for scientific purposes. I am aware that I can revoke my consent at any time. <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Accept')"";>I accept the Declaration of Consent</a>"
Accept,"Hello Again. <br> Are you ready to start now? <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Start')"";>Yes, please start.</a>"
Start,"First, I will ask you 5 questions concerning the lecture content and the lecture style. After that you will be directed to a post-survey. Please provide honest and direct answers and complete both questioners. They are both very important for the course quality improvement for Prof. Dr. Leimeister.<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Lets Go!')"";>Lets Go!</a><br>"
Lets Go!,"Here we Go! <br> <br> Please rate the following Statement from 1-5 points, with 5 points as highest score. <br><br> A <br> I can benefit from the content of the course<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('1 point')"";>1</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('2 points')"";>2</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('3 points')"";>3</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('4 points')"";>4</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('5 points')"";>5</a>"
5 points,"Alright! <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Continue')"";>Continue</a><br>"
Introduction,"Hi. I am Eva the evaluation bot. I will guide you through the course evaluation of course XY. <br> Are you ready to start the evaluation? <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Get me in')"";>Get me in!</a>"
Introduction,"Hi. I am Eva the evaluation bot. I will guide you through the course evaluation of course XY. <br> Are you ready to start the evaluation? <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Get me in')"";>Get me in!</a>"
Introduction,"Hi. I am Eva the evaluation bot. I will guide you through the course evaluation of course XY. <br> Are you ready to start the evaluation? <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Get me in')"";>Get me in!</a>"
Get me in,"I have read the privacy policy. I agree that my anonymized data can be used for scientific purposes. I am aware that I can revoke my consent at any time. <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Accept')"";>I accept the Declaration of Consent</a>"
Accept,"Hello Again. <br> Are you ready to start now? <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Start')"";>Yes, please start.</a>"
Start,"First, I will ask you 5 questions concerning the lecture content and the lecture style. After that you will be directed to a post-survey. Please provide honest and direct answers and complete both questioners. They are both very important for the course quality improvement for Prof. Dr. Leimeister.<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Lets Go!')"";>Lets Go!</a><br>"
Lets Go!,"Here we Go! <br> <br> Please rate the following Statement from 1-5 points, with 5 points as highest score. <br><br> A <br> I can benefit from the content of the course<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('1 point')"";>1</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('2 points')"";>2</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('3 points')"";>3</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('4 points')"";>4</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('5 points')"";>5</a>"
5 points,"Thank you for your Input. We would like to have some written Feedback of you. Please answer this question <br><br> Which course elements have contributed to your learning success in a positive way?<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('It was very well organized')"";>It was very well organized</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('It was not so well organized')"";>It was not so well organized</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('It was a bad organization')"";>It was a bad organization</a>"
It was very well organized,"Ok, thank you very much. Now, please answer the next question. <br><br> Which aspects of the course should be changed so that students benefit more from the course?"
Introduction,"Hi. I am Eva the evaluation bot. I will guide you through the course evaluation of course XY. <br> Are you ready to start the evaluation? <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Get me in')"";>Get me in!</a>"
Introduction,"Hi. I am Eva the evaluation bot. I will guide you through the course evaluation of course XY. <br> Are you ready to start the evaluation? <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Get me in')"";>Get me in!</a>"
Introduction,"Hi. I am Eva the evaluation bot. I will guide you through the course evaluation of course XY. <br> Are you ready to start the evaluation? <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Get me in')"";>Get me in!</a>"
Introduction,"Hi. I am Eva the evaluation bot. I will guide you through the course evaluation of course XY. <br> Are you ready to start the evaluation? <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Get me in')"";>Get me in!</a>"
Introduction,"Hi. I am Eva the evaluation bot. I will guide you through the course evaluation of course XY. <br> Are you ready to start the evaluation? <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Get me in')"";>Get me in!</a>"
Introduction,"Hi. I am Eva the evaluation bot. I will guide you through the course evaluation of course XY. <br> Are you ready to start the evaluation? <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Get me in')"";>Get me in!</a>"
Introduction,"Hi. I am Eva the evaluation bot. I will guide you through the course evaluation of course XY. <br> Are you ready to start the evaluation? <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Get me in')"";>Get me in!</a>"
Introduction,"Hi. I am Eva the evaluation bot. I will guide you through the course evaluation of course XY. <br> Are you ready to start the evaluation? <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Get me in')"";>Get me in!</a>"
Introduction,"Hi. I am Eva the evaluation bot. I will guide you through the course evaluation of course XY. <br> Are you ready to start the evaluation? <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Get me in')"";>Get me in!</a>"
Introduction,"Hi. I am Eva the evaluation bot. I will guide you through the course evaluation of course XY. <br> Are you ready to start the evaluation? <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Get me in')"";>Get me in!</a>"
Introduction,"Hi. I am Eva the evaluation bot. I will guide you through the course evaluation of course XY. <br> Are you ready to start the evaluation? <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Get me in')"";>Get me in!</a>"
Introduction,"Hi. I am Eva the evaluation bot. I will guide you through the course evaluation of course XY. <br> Are you ready to start the evaluation? <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Get me in')"";>Get me in!</a>"
Introduction,"Hi. I am Eva the evaluation bot. I will guide you through the course evaluation of course XY. <br> Are you ready to start the evaluation? <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Get me in')"";>Get me in!</a>"
Introduction,"Hi. I am Eva the evaluation bot. I will guide you through the course evaluation of course XY. <br> Are you ready to start the evaluation? <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Get me in')"";>Get me in!</a>"
Introduction,"Hi. I am Eva the evaluation bot. I will guide you through the course evaluation of course XY. <br> Are you ready to start the evaluation? <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Get me in')"";>Get me in!</a>"
Introduction,"Hi. I am Eva the evaluation bot. I will guide you through the course evaluation of course XY. <br> Are you ready to start the evaluation? <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Get me in')"";>Get me in!</a>"
Introduction,"Hi. I am Eva the evaluation bot. I will guide you through the course evaluation of course XY. <br> Are you ready to start the evaluation? <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Get me in')"";>Get me in!</a>"
Introduction,"Hi. I am Eva the evaluation bot. I will guide you through the course evaluation of course XY. <br> Are you ready to start the evaluation? <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Get me in')"";>Get me in!</a>"
Introduction,"Hi. I am Eva the evaluation bot. I will guide you through the course evaluation of course XY. <br> Are you ready to start the evaluation? <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Get me in')"";>Get me in!</a>"
Introduction,"Hi. I am Eva the evaluation bot. I will guide you through the course evaluation of course XY. <br> Are you ready to start the evaluation? <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Get me in')"";>Get me in!</a>"
Introduction,"Hi. I am Eva the evaluation bot. I will guide you through the course evaluation of course XY. <br> Are you ready to start the evaluation? <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Get me in')"";>Get me in!</a>"
Introduction,"Hi. I am Eva the evaluation bot. I will guide you through the course evaluation of course XY. <br> Are you ready to start the evaluation? <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Get me in')"";>Get me in!</a>"
Introduction,"Hi. I am Eva the evaluation bot. I will guide you through the course evaluation of course XY. <br> Are you ready to start the evaluation? <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Get me in')"";>Get me in!</a>"
Introduction,"Hi. I am Eva the evaluation bot. I will guide you through the course evaluation of course XY. <br> Are you ready to start the evaluation? <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Get me in')"";>Get me in!</a>"
Introduction,"Hi. I am Eva the evaluation bot. I will guide you through the course evaluation of course XY. <br> Are you ready to start the evaluation? <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Get me in')"";>Get me in!</a>"
Introduction,"Hi. I am Eva the evaluation bot. I will guide you through the course evaluation of course XY. <br> Are you ready to start the evaluation? <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Get me in')"";>Get me in!</a>"
Introduction,"Hi. I am Eva the evaluation bot. I will guide you through the course evaluation of course XY. <br> Are you ready to start the evaluation? <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Get me in')"";>Get me in!</a>"
Introduction,"Hi. I am Eva the evaluation bot. I will guide you through the course evaluation of course XY. <br> Are you ready to start the evaluation? <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Get me in')"";>Get me in!</a>"
Introduction,"Hi. I am Eva the evaluation bot. I will guide you through the course evaluation of course XY. <br> Are you ready to start the evaluation? <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Get me in')"";>Get me in!</a>"
Get me in,"I have read the privacy policy. I agree that my anonymized data can be used for scientific purposes. I am aware that I can revoke my consent at any time. <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Accept')"";>I accept the Declaration of Consent</a>"
Introduction,"Hi. I am Eva the evaluation bot. I will guide you through the course evaluation of course XY. <br> Are you ready to start the evaluation? <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Get me in')"";>Get me in!</a>"
Introduction,"Hi. I am Eva the evaluation bot. I will guide you through the course evaluation of course XY. <br> Are you ready to start the evaluation? <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Get me in')"";>Get me in!</a>"
Introduction,"Hi. I am Eva the evaluation bot. I will guide you through the course evaluation of course XY. <br> Are you ready to start the evaluation? <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Get me in')"";>Get me in!</a>"
Introduction,"Hi. I am Eva the evaluation bot. I will guide you through the course evaluation of course XY. <br> Are you ready to start the evaluation? <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Get me in')"";>Get me in!</a>"
Introduction,"Hi. I am Eva the evaluation bot. I will guide you through the course evaluation of course XY. <br> Are you ready to start the evaluation? <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Get me in')"";>Get me in!</a>"
Introduction,"Hi. I am Eva the evaluation bot. I will guide you through the course evaluation of course XY. <br> Are you ready to start the evaluation? <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Get me in')"";>Get me in!</a>"
Introduction,"Hi. I am Eva the evaluation bot. I will guide you through the course evaluation of course XY. <br> Are you ready to start the evaluation? <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Get me in')"";>Get me in!</a>"
Get me in,"I have read the privacy policy. I agree that my anonymized data can be used for scientific purposes. I am aware that I can revoke my consent at any time. <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Accept')"";>I accept the Declaration of Consent</a>"
Introduction,"Hi. I am Eva the evaluation bot. I will guide you through the course evaluation of course XY. <br> Are you ready to start the evaluation? <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Get me in')"";>Get me in!</a>"
Get me in,"I have read the privacy policy. I agree that my anonymized data can be used for scientific purposes. I am aware that I can revoke my consent at any time. <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Accept')"";>I accept the Declaration of Consent</a>"
Introduction,"Hi. I am Eva the evaluation bot. I will guide you through the course evaluation of course XY. <br> Are you ready to start the evaluation? <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Get me in')"";>Get me in!</a>"
Get me in,"Please read the Declaration of Consent carefully. <br> <a class=""chatSuggest"" onclick=""$(this).hide(); showPrivacy()"";>Show</a>"
Accept,"Hello Again. <br> Are you ready to start now? <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Start')"";>Yes, please start.</a>"
Nothing,Could you please try again?
Nothing,Could you please try again?
Start,"First, I will ask you 5 questions concerning the lecture content and the lecture style. After that you will be directed to a post-survey. Please provide honest and direct answers and complete both questioners. They are both very important for the course quality improvement for Prof. Dr. Leimeister.<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Lets Go!')"";>Lets Go!</a><br>"
Lets Go!,"Here we Go! <br> <br> Please rate the following Statement from 1-5 points, with 5 points as highest score. <br><br> A <br> I can benefit from the content of the course<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('1 point')"";>1</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('2 points')"";>2</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('3 points')"";>3</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('4 points')"";>4</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('5 points')"";>5</a>"
5 points,"Alright! <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Continue')"";>Continue</a><br>"
Continue,"Nice.<br> Please rate the following Statement from 1-5 points again, with 5 points as highest score. <br><br> The lecturer was able to transfer the learning content according to my expectations.<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('1 point')"";>1</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('2 points')"";>2</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('3 points')"";>3</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('4 points')"";>4</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('5 points')"";>5</a>"
5 points,"Thank you for your Input. We would like to have some written Feedback of you. Please answer this question <br><br> Which course elements have contributed to your learning success in a positive way?<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('It was very well organized')"";>It was very well organized</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('It was not so well organized')"";>It was not so well organized</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('It was a bad organization')"";>It was a bad organization</a>"
It was very well organized,"Ok, thank you very much. Now, please answer the next question. <br><br> Which aspects of the course should be changed so that students benefit more from the course?"
test,"Thank you! <br> Are there any other points you would like to comment on? <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Yes, of course.')"";>Yes, of course.</a> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('No, skip this part please.')"";>No, skip this part please.</a><br>"
"Yes, of course.",Feel free to leave your comments here!
test,You are not yet finished!<br>Please click on the following link to finish the evaluation with a short questioner. <br> <a href='www.google.de' target='_blank'>Click me</a>
Accept,"Hello Again. <br> Are you ready to start now? <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Start')"";>Yes, please start.</a>"
Introduction,"Hi. I am Eva the evaluation bot. I will guide you through the course evaluation of course XY. <br> Are you ready to start the evaluation? <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Get me in')"";>Get me in!</a>"
Get me in,"Please read the Declaration of Consent carefully. <br> <a class=""chatSuggest"" onclick=""$(this).hide(); showPrivacy()"";>Show</a>"
Accept,"Hello Again. <br> Are you ready to start now? <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Start')"";>Yes, please start.</a>"
Start,"First, I will ask you 5 questions concerning the lecture content and the lecture style. After that you will be directed to a post-survey. Please provide honest and direct answers and complete both questioners. They are both very important for the course quality improvement for Prof. Dr. Leimeister.<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Lets Go!')"";>Lets Go!</a><br>"
Lets Go!,"Here we Go! <br> <br> Please rate the following Statement from 1-5 points, with 5 points as highest score. <br><br> A <br> I can benefit from the content of the course<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('1 point')"";>1</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('2 points')"";>2</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('3 points')"";>3</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('4 points')"";>4</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('5 points')"";>5</a>"
5 points,"Alright! <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Continue')"";>Continue</a><br>"
Continue,"Nice.<br> Please rate the following Statement from 1-5 points again, with 5 points as highest score. <br><br> The lecturer was able to transfer the learning content according to my expectations.<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('1 point')"";>1</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('2 points')"";>2</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('3 points')"";>3</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('4 points')"";>4</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('5 points')"";>5</a>"
5 points,"Thank you for your Input. We would like to have some written Feedback of you. Please answer this question <br><br> Which course elements have contributed to your learning success in a positive way?<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('It was very well organized')"";>It was very well organized</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('It was not so well organized')"";>It was not so well organized</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('It was a bad organization')"";>It was a bad organization</a>"
It was very well organized,"Ok, thank you very much. Now, please answer the next question. <br><br> Which aspects of the course should be changed so that students benefit more from the course?"
Everything,"Thank you! <br> Are there any other points you would like to comment on? <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Yes, of course.')"";>Yes, of course.</a> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('No, skip this part please.')"";>No, skip this part please.</a><br>"
"Yes, of course.",Feel free to leave your comments here!
Cool,"You are now finished! <br> <a class=""chatSuggest"" onclick=""$(this).hide(); showFeedback()"";>Give me some feedback!</a>"
Introduction,"Hi. I am Eva the evaluation bot. I will guide you through the course evaluation of course XY. <br> Are you ready to start the evaluation? <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Get me in')"";>Get me in!</a>"
Introduction,"Hi. I am Eva the evaluation bot. I will guide you through the course evaluation of course XY. <br> Are you ready to start the evaluation? <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Get me in')"";>Get me in!</a>"
Introduction,"Hi. I am Eva the evaluation bot. I will guide you through the course evaluation of course XY. <br> Are you ready to start the evaluation? <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Get me in')"";>Get me in!</a>"
Introduction,"Hi. I am Eva the evaluation bot. I will guide you through the course evaluation of course XY. <br> Are you ready to start the evaluation? <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Get me in')"";>Get me in!</a>"
Get me in,"Please read the Declaration of Consent carefully. <br> <a class=""chatSuggest"" onclick=""$(this).hide(); showPrivacy()"";>Show</a>"
Introduction,"Hi. I am Eva the evaluation bot. I will guide you through the course evaluation of course XY. <br> Are you ready to start the evaluation? <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Get me in')"";>Get me in!</a>"
Get me in,"Please read the Declaration of Consent carefully. <br> <a class=""chatSuggest"" onclick=""$(this).hide(); showPrivacy()"";>Show</a>"
Accept,"Hello Again. <br> Are you ready to start now? <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Start')"";>Yes, please start.</a>"
Introduction,"Hi. I am Eva the evaluation bot. I will guide you through the course evaluation of course XY. <br> Are you ready to start the evaluation? <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Get me in')"";>Get me in!</a>"
Introduction,"Hi. I am Eva the evaluation bot. I will guide you through the course evaluation of course XY. <br> Are you ready to start the evaluation? <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Get me in')"";>Get me in!</a>"
Introduction,"Hi. I am Eva the evaluation bot. I will guide you through the course evaluation of course XY. <br> Are you ready to start the evaluation? <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Get me in')"";>Get me in!</a>"
Introduction,"Hi. I am Eva the evaluation bot. I will guide you through the course evaluation of course XY. <br> Are you ready to start the evaluation? <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Get me in')"";>Get me in!</a>"
Get me in,"Please read the Declaration of Consent carefully. <br> <a class=""chatSuggest"" onclick=""$(this).hide(); showPrivacy()"";>Show</a>"
Accept,"Hello Again. <br> Are you ready to start now? <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Start')"";>Yes, please start.</a>"
Start,"First, I will ask you 5 questions concerning the lecture content and the lecture style. After that you will be directed to a post-survey. Please provide honest and direct answers and complete both questioners. They are both very important for the course quality improvement for Prof. Dr. Leimeister.<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Lets Go!')"";>Lets Go!</a><br>"
Lets Go!,"Here we Go! <br> <br> Please rate the following Statement from 1-5 points, with 5 points as highest score. <br><br> A <br> I can benefit from the content of the course<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('1 point')"";>1</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('2 points')"";>2</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('3 points')"";>3</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('4 points')"";>4</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('5 points')"";>5</a>"
5 points,"Alright! <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Continue')"";>Continue</a><br>"
Continue,"Nice.<br> Please rate the following Statement from 1-5 points again, with 5 points as highest score. <br><br> The lecturer was able to transfer the learning content according to my expectations.<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('1 point')"";>1</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('2 points')"";>2</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('3 points')"";>3</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('4 points')"";>4</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('5 points')"";>5</a>"
5 points,"Thank you for your Input. We would like to have some written Feedback of you. Please answer this question <br><br> Which course elements have contributed to your learning success in a positive way?<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('It was very well organized')"";>It was very well organized</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('It was not so well organized')"";>It was not so well organized</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('It was a bad organization')"";>It was a bad organization</a>"
It was very well organized,"Ok, thank you very much. Now, please answer the next question. <br><br> Which aspects of the course should be changed so that students benefit more from the course?"
Introduction,"Hi. I am Eva the evaluation bot. I will guide you through the course evaluation of course XY. <br> Are you ready to start the evaluation? <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Get me in')"";>Get me in!</a>"
Introduction,"Hi. I am Eva the evaluation bot. I will guide you through the course evaluation of course XY. <br> Are you ready to start the evaluation? <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Get me in')"";>Get me in!</a>"
Get me in,"Please read the Declaration of Consent carefully. <br> <a class=""chatSuggest"" onclick=""$(this).hide(); showPrivacy()"";>Show</a>"
Accept,"Hello Again. <br> Are you ready to start now? <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Start')"";>Yes, please start.</a>"
Start,"First, I will ask you 5 questions concerning the lecture content and the lecture style. After that you will be directed to a post-survey. Please provide honest and direct answers and complete both questioners. They are both very important for the course quality improvement for Prof. Dr. Leimeister.<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Lets Go!')"";>Lets Go!</a><br>"
Lets Go!,"Here we Go! <br> <br> Please rate the following Statement from 1-5 points, with 5 points as highest score. <br><br> A <br> I can benefit from the content of the course<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('1 point')"";>1</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('2 points')"";>2</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('3 points')"";>3</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('4 points')"";>4</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('5 points')"";>5</a>"
5 points,"Alright! <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Continue')"";>Continue</a><br>"
Introduction,"Hi. I am Eva the evaluation bot. I will guide you through the course evaluation of course XY. <br> Are you ready to start the evaluation? <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Get me in')"";>Get me in!</a>"
Introduction,"Hi. I am Eva the evaluation bot. I will guide you through the course evaluation of course XY. <br> Are you ready to start the evaluation? <br> <a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Get me in')"";>Get me in!</a>"
